0 43200
4513 1
100447.9375
-7.053521 41.985283 10.0 1.9552224
-7.051656 41.985283 10.0 2.2740679
-7.057252 41.986664 10.0 1.1440555
-7.0553865 41.98667 10.0 11.861167
-7.053521 41.986668 10.0 22.700586
-7.051656 41.986668 10.0 23.498991
-7.0497904 41.986668 10.0 17.293533
-7.047925 41.986668 10.0 3.2765334
-7.0609827 41.988056 10.0 3.8205779
-7.0591173 41.988056 10.0 14.810358
-7.057252 41.988056 10.0 22.26357
-7.0553865 41.988056 10.0 23.738638
-7.053521 41.988056 10.0 23.738638
-7.051656 41.988056 10.0 23.738638
-7.0497904 41.988056 10.0 23.738638
-7.047925 41.988056 10.0 21.633755
-7.0460596 41.988056 10.0 6.315135
-7.0665784 41.98944 10.0 0.027198434
-7.0647135 41.98944 10.0 4.8691635
-7.062848 41.98944 10.0 16.847187
-7.0609818 41.98944 10.0 23.176939
-7.0591164 41.98944 10.0 23.666677
-7.0572515 41.98944 10.0 23.79743
-7.0553865 41.98944 10.0 23.738123
-7.053521 41.98944 10.0 23.738123
-7.051656 41.98944 10.0 23.67273
-7.0497904 41.98944 10.0 23.67273
-7.047925 41.98944 10.0 23.738123
-7.0460596 41.98944 10.0 22.821413
-7.044194 41.98944 10.0 13.486498
-7.042329 41.98944 10.0 2.9057193
-7.0404634 41.98944 10.0 3.38498
-7.038598 41.98944 10.0 13.398585
-7.0367327 41.98944 10.0 7.251505
-7.0348673 41.98944 10.0 0.7458697
-7.068444 41.990826 10.0 2.853015
-7.066578 41.990826 10.0 19.012936
-7.0647125 41.990826 10.0 23.796913
-7.0628476 41.990826 10.0 23.80908
-7.0609818 41.990826 10.0 23.796913
-7.059117 41.99082 10.0 23.796913
-7.057252 41.99083 10.0 23.74367
-7.055386 41.990826 10.0 23.731535
-7.053521 41.990826 10.0 23.802998
-7.051656 41.99082 10.0 23.868391
-7.0497904 41.99082 10.0 23.868391
-7.047925 41.990826 10.0 23.802998
-7.0460596 41.990826 10.0 23.802998
-7.044194 41.99082 10.0 23.868391
-7.042329 41.990826 10.0 23.802998
-7.0404634 41.990826 10.0 23.060825
-7.038598 41.990826 10.0 23.802998
-7.0367327 41.99083 10.0 23.737604
-7.0348673 41.990826 10.0 22.72434
-7.033002 41.990826 10.0 18.504824
-7.031137 41.990826 10.0 12.298504
-7.0292716 41.990826 10.0 0.28801444
-7.0684433 41.992214 10.0 5.868102
-7.066578 41.992214 10.0 20.98517
-7.0647125 41.992214 10.0 23.69503
-7.062847 41.992214 10.0 23.737087
